Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"1,928",Samurai Cat 2,"$21,782",-,-,"$21,782",100%
"1,929",The Petrov File,"$21,782",-,-,"$21,782",100%
"1,930",Love Love You,"$21,713",-,-,"$21,713",100%
"1,931",Galloping Mind,"$21,696",-,-,"$21,696",100%
"1,932",Guilty,"$21,577",-,-,"$21,577",100%
"1,933",Real Beleza,"$21,382",-,-,"$21,382",100%
"1,934",Bucuresti NonStop,"$21,379",-,-,"$21,379",100%
"1,935",The Honourable Rebel,"$21,297",-,-,"$21,297",100%
"1,936",Toz Bezi,"$21,254",-,-,"$21,254",100%
"1,937",Yeni Dünya,"$21,153",-,-,"$21,153",100%
"1,938",Matar el tiempo,"$21,146",-,-,"$21,146",100%
"1,939",One of Us,"$21,132",-,-,"$21,132",100%
"1,940",The Last Diamond 2015 Re-release,"$21,045",-,-,"$21,045",100%
"1,941",Love at the End of the World,"$20,951",-,-,"$20,951",100%
"1,942",Paso a paso,"$20,888",-,-,"$20,888",100%
"1,943",Hunted,"$20,829",-,-,"$20,829",100%
"1,944",Home from Home: Chronicle of a Vision 2015 Re-release,"$20,807",-,-,"$20,807",100%
"1,945",Cafard,"$20,771",-,-,"$20,771",100%
"1,946",Tus padres volverán,"$20,698",-,-,"$20,698",100%
"1,947",Seis días en la oscuridad 2015 Re-release,"$20,578",-,-,"$20,578",100%
"1,948",Fidelio: Alice's Odyssey,"$20,571","$3,580",17.4%,"$16,991",82.6%
"1,949",Make More Noise! Suffrafettes in Silent Film,"$20,505",-,-,"$20,505",100%
"1,950",Consumed,"$20,476","$20,476",100%,-,-
"1,951",Boy Meets Girl,"$20,441","$20,441",100%,-,-
"1,952",Eisenstein in Guanajuato,"$20,346",-,-,"$20,346",100%
"1,953",Friends and Romans,"$20,136","$20,136",100%,-,-
"1,954",L'apôtre,"$20,120",-,-,"$20,120",100%
"1,955",Joe Hua Tang Mo,"$20,065",-,-,"$20,065",100%
"1,956",How to Win Enemies,"$19,919",-,-,"$19,919",100%
"1,957",Forbidden Games,"$19,889","$19,889",100%,-,-
"1,958",Wild Canaries,"$19,777","$19,777",100%,-,-
"1,959",Coriolanus 2015 Re-release,"$19,776",-,-,"$19,776",100%
"1,960",The Anderssons Hit the Road 2015 Re-release,"$19,717",-,-,"$19,717",100%
"1,961",Misery Loves Comedy,"$19,634","$19,634",100%,-,-
"1,962",Mary's Land 2015 Re-release,"$19,609",-,-,"$19,609",100%
"1,963",Postcard from Nowhere,"$19,486",-,-,"$19,486",100%
"1,964",Abood Kandaishan,"$19,483",-,-,"$19,483",100%
"1,965",Gabo: The Creation of Gabriel Garcia Marquez,"$19,337","$19,337",100%,-,-
"1,966",Jackie & Ryan,"$19,305",-,-,"$19,305",100%
"1,967",Breathe In 2015 Re-release,"$19,128",-,-,"$19,128",100%
"1,968",The Challenger,"$19,003","$19,003",100%,-,-
"1,969",We Are Still Here,"$18,970",-,-,"$18,970",100%
"1,970",Micke & Veronica,"$18,942",-,-,"$18,942",100%
"1,971",Secret,"$18,876",-,-,"$18,876",100%
"1,972",Non è mai troppo tardi,"$18,583",-,-,"$18,583",100%
"1,973",Tuya,"$18,582",-,-,"$18,582",100%
"1,974",Undulant Fever,"$18,528",-,-,"$18,528",100%
"1,975",Bad Luck,"$18,392",-,-,"$18,392",100%
"1,976",Mangren Anmo,"$18,162",-,-,"$18,162",100%
"1,977",Posthumous,"$18,091",-,-,"$18,091",100%
"1,978",Frankenstein 04155,"$17,976",-,-,"$17,976",100%
"1,979",Ilo Ilo 2015 Re-release,"$17,919",-,-,"$17,919",100%
"1,980",Li'l Quinquin,"$17,868","$7,192",40.3%,"$10,676",59.7%
"1,981",The Other One,"$17,727","$17,727",100%,-,-
"1,982",Beyond the Boundary Movie: I'll Be Here - Mirai-hen,"$17,668",-,-,"$17,668",100%
"1,983",8 Tiros,"$17,591",-,-,"$17,591",100%
"1,984",Apartment 143 2015 Re-release,"$17,553",-,-,"$17,553",100%
"1,985",Butterfly Girl,"$17,503","$17,503",100%,-,-
"1,986",Ma folie,"$17,485",-,-,"$17,485",100%
"1,987",Kyky Ryky a pár vajec,"$17,214",-,-,"$17,214",100%
"1,988",Girl with a Pearl Earring: And Other Treasures from the Mauritshuis,"$17,173",-,-,"$17,173",100%
"1,989",The Barber,"$17,104",-,-,"$17,104",100%
"1,990",The Fire,"$17,103",-,-,"$17,103",100%
"1,991",Frummaourinn,"$17,010",-,-,"$17,010",100%
"1,992",The Second Coming 2015 Re-release,"$16,972",-,-,"$16,972",100%
"1,993",Eva 2015 Re-release,"$16,738","$16,738",100%,-,-
"1,994",Size Zero,"$16,726",-,-,"$16,726",100%
"1,995",This Changes Everything,"$16,692","$16,692",100%,-,-
"1,996",The World of Kanako 2015 Re-release,"$16,627","$16,627",100%,-,-
"1,997",Who Took Johnny,"$16,595","$16,595",100%,-,-
"1,998",Life in a Walk,"$16,557","$16,557",100%,-,-
"1,999",Amilaren Secketua,"$16,555",-,-,"$16,555",100%
"2,000",Partners in Crime,"$16,517",-,-,"$16,517",100%
"2,001",Love Next Door 2,"$16,355",-,-,"$16,355",100%
"2,002",Chemsex,"$16,354",-,-,"$16,354",100%
"2,003",Morning Star,"$16,299",-,-,"$16,299",100%
"2,004",The Human Centipede III (Final Sequence),"$16,184","$16,184",100%,-,-
"2,005",Can You Dig This,"$15,909","$15,909",100%,-,-
"2,006",Sanctuary,"$15,864",-,-,"$15,864",100%
"2,007",A Reason,"$15,792","$15,792",100%,-,-
"2,008",Last Shelter,"$15,738",-,-,"$15,738",100%
"2,009",Full Moon in Paris,"$15,726","$15,726",100%,-,-
"2,010",Içimde Akan Nehir,"$15,680",-,-,"$15,680",100%
"2,011",Dreams Rewired,"$15,626","$11,843",75.8%,"$3,783",24.2%
"2,012",They Will Have to Kill Us First: Malian Music In Exile,"$15,453","$7,516",48.6%,"$7,937",51.4%
"2,013",Remember Me? 2015 Re-release,"$15,266",-,-,"$15,266",100%
"2,014",Night Flight,"$15,264",-,-,"$15,264",100%
"2,015",Las tetas de mi madre,"$15,245",-,-,"$15,245",100%
"2,016",Arabian Nights: Volume 2 - The Desolate One,"$15,245","$6,398",42%,"$8,847",58%
"2,017",Vesvese: Cin Tuzagi,"$15,193",-,-,"$15,193",100%
"2,018",When Geek Meets Serial Killer,"$15,189",-,-,"$15,189",100%
"2,019",We Are the Robbers,"$15,115",-,-,"$15,115",100%
"2,020",Cheatin',"$15,077","$15,077",100%,-,-
"2,021",I am Charlie,"$15,031",-,-,"$15,031",100%
"2,022",Next to Me,"$15,015",-,-,"$15,015",100%
"2,023",Motherland,"$14,854",-,-,"$14,854",100%
"2,024",Gloria,"$14,701","$14,701",100%,-,-
"2,025",The Trip 2015 Re-release,"$14,676",-,-,"$14,676",100%
"2,026",A Perfect Day to Fly,"$14,618",-,-,"$14,618",100%
"2,027",10 Days in a Madhouse,"$14,616","$14,616",100%,-,-
"2,028",Buzzard,"$14,591","$14,591",100%,-,-
"2,029",Can Tertip,"$14,495",-,-,"$14,495",100%
"2,030",Atlantic.,"$14,484",-,-,"$14,484",100%
"2,031",Judge Singh LLB,"$14,428",-,-,"$14,428",100%
"2,032",Gone Doggy Gone,"$14,354","$14,354",100%,-,-
"2,033",Hermosa juventud 2015 Re-release,"$14,311",-,-,"$14,311",100%
"2,034",Guruldayan Kalpler,"$14,218",-,-,"$14,218",100%
"2,035",Lampedusa in Winter,"$14,135",-,-,"$14,135",100%
"2,036",Self-Portrait of a Dutiful Daughter,"$14,130",-,-,"$14,130",100%
"2,037",Kirmizi,"$13,951",-,-,"$13,951",100%
"2,038",Rayskie kushchi,"$13,926",-,-,"$13,926",100%
"2,039",Backcountry,"$13,848","$13,848",100%,-,-
"2,040",The Show of Shows,"$13,824",-,-,"$13,824",100%
"2,041",Madmast Barkhaa,"$13,738",-,-,"$13,738",100%
"2,042",Dildariyaan,"$13,606",-,-,"$13,606",100%
"2,043",Eli,"$13,547","$13,547",100%,-,-
"2,044",Belgian Disaster,"$13,465",-,-,"$13,465",100%
"2,045",Black Tape,"$13,360",-,-,"$13,360",100%
"2,046",Week-ends 2015 Re-release,"$13,353",-,-,"$13,353",100%
"2,047",April Apocalypse,"$13,261",-,-,"$13,261",100%
"2,048",Arbaa Kotchina,"$13,105",-,-,"$13,105",100%
"2,049",MSG: The Messenger of God,"$13,025",-,-,"$13,025",100%
"2,050",Nauja drauge,"$12,888",-,-,"$12,888",100%
"2,051",Storie sospese,"$12,793",-,-,"$12,793",100%
"2,052",Yakuza Apocalypse,"$12,756","$12,756",100%,-,-
"2,053",Life for Sale 2015 Re-release,"$12,742",-,-,"$12,742",100%
"2,054",Phee Chai,"$12,491",-,-,"$12,491",100%
"2,055","Chatô, O Rei do Brasil","$12,487",-,-,"$12,487",100%
"2,056",Anton Srholec,"$12,434",-,-,"$12,434",100%
"2,057",The Armor of Light,"$12,267","$12,267",100%,-,-
"2,058",Wa-shoku Dream: Beyond Sushi,"$12,240","$12,240",100%,-,-
"2,059",Clash of Empires,"$12,211",-,-,"$12,211",100%
"2,060",Wolfy the Incredible Secret 2015 Re-release,"$12,196",-,-,"$12,196",100%
"2,061",Saving Goola,"$12,176",-,-,"$12,176",100%
"2,062",Aliens 2015 Re-release,"$12,093",-,-,"$12,093",100%
"2,063",A Murder in the Park,"$12,088","$12,088",100%,-,-
"2,064",Nemilosrdní,"$12,077",-,-,"$12,077",100%
"2,065",Little England 2015 Re-release,"$12,077","$12,077",100%,-,-
"2,066",Coconut Hero,"$12,058",-,-,"$12,058",100%
"2,067",A Stormy Summer Night,"$11,947",-,-,"$11,947",100%
"2,068",The True Cost,"$11,902",-,-,"$11,902",100%
"2,069",Once Upon a Time in Bihar,"$11,880",-,-,"$11,880",100%
"2,070",Emptying the Skies,"$11,811","$11,811",100%,-,-
"2,071",National Theatre Live: Everyman,"$11,767",-,-,"$11,767",100%
"2,072",Of Mice and Men,"$11,694",-,-,"$11,694",100%
"2,073",Die Kleinen und die Bösen,"$11,484",-,-,"$11,484",100%
"2,074",All Yours,"$11,449",-,-,"$11,449",100%
"2,075",Diktatör Adolf Hitler'in Hayatinin Esrarengiz Yönleri,"$11,422",-,-,"$11,422",100%
"2,076",The Metropolitan Opera HD Live: Tchaikovsky: Iolanta/Bartók: Bluebeard's Castle,"$11,354",-,-,"$11,354",100%
"2,077",Terkedilmis,"$11,299",-,-,"$11,299",100%
"2,078",The Last Summer of the Rich,"$11,293",-,-,"$11,293",100%
"2,079",AgainstBlood,"$11,240",-,-,"$11,240",100%
"2,080",Bright Days Ahead 2015 Re-release,"$11,237",-,-,"$11,237",100%
"2,081",Searching for Sugar Man 2015 Re-release,"$11,191",-,-,"$11,191",100%
"2,082",Face Down,"$11,161",-,-,"$11,161",100%
"2,083",Angels of Revolution,"$11,147",-,-,"$11,147",100%
"2,084",Bunny the Killer Thing,"$11,082",-,-,"$11,082",100%
"2,085",The Propaganda Game,"$10,991",-,-,"$10,991",100%
"2,086",Just Before I Go,"$10,970","$10,970",100%,-,-
"2,087",Digging Up the Marrow,"$10,969","$10,969",100%,-,-
"2,088",The Butcher Possessions,"$10,955",-,-,"$10,955",100%
"2,089","Rosi, Kurt und Koni","$10,869",-,-,"$10,869",100%
"2,090",The Forecaster,"$10,824","$10,172",94%,$652,6%
"2,091",Bleeding Heart,"$10,815",-,-,"$10,815",100%
"2,092",Mala Mala,"$10,761","$10,761",100%,-,-
"2,093",A Childhood,"$10,667",-,-,"$10,667",100%
"2,094",The Reconstruction 2015 Re-release,"$10,605",-,-,"$10,605",100%
"2,095",Zanket Satat,"$10,469",-,-,"$10,469",100%
"2,096",Nakhodka,"$10,456",-,-,"$10,456",100%
"2,097",The Lady Assassin 2015 Re-release,"$10,432",-,-,"$10,432",100%
"2,098",Chicken,"$10,412",-,-,"$10,412",100%
"2,099",Nevidimki,"$10,352",-,-,"$10,352",100%
"2,100",Bong Srolanh Oun,"$10,299",-,-,"$10,299",100%
"2,101",Starry Eyes,"$10,220",-,-,"$10,220",100%
"2,102",August Winds,"$10,114",-,-,"$10,114",100%
"2,103",Little Accidents,"$10,071","$10,071",100%,-,-
"2,104",The Life and Mind of Mark DeFriest,"$10,021","$10,021",100%,-,-
"2,105",Andílek na nervy,"$9,958",-,-,"$9,958",100%
"2,106",52 Tuesdays,"$9,844",-,-,"$9,844",100%
"2,107",Solnechnyy udar,"$9,834",-,-,"$9,834",100%
"2,108",Other Girls,"$9,813",-,-,"$9,813",100%
"2,109",Possessed,"$9,736",-,-,"$9,736",100%
"2,110",Tito's Glasses,"$9,598",-,-,"$9,598",100%
"2,111",Cat Funeral,"$9,571",-,-,"$9,571",100%
"2,112",The Reluctant Fundamentalist 2015 Re-release,"$9,556",-,-,"$9,556",100%
"2,113","One Cut, One Life","$9,406","$9,406",100%,-,-
"2,114",National Theatre Live: A View from the Bridge,"$9,377",-,-,"$9,377",100%
"2,115",The Beat of Love: Utrip Ljubezni,"$9,325",-,-,"$9,325",100%
"2,116",Foodies: The Culinary Jet Set,"$9,299",-,-,"$9,299",100%
"2,117",Giovanni Segantini - Magic of Light,"$9,295",-,-,"$9,295",100%
"2,118",Nanak Shah Fakir,"$9,188",-,-,"$9,188",100%
"2,119",Los héroes del mal,"$9,164",-,-,"$9,164",100%
"2,120",Bad Blood 2015 Re-release,"$9,161",-,-,"$9,161",100%
"2,121",Time Out,"$9,159",-,-,"$9,159",100%
"2,122",Cupcakes,"$9,129","$9,129",100%,-,-
"2,123",Gorcilo,"$9,105",-,-,"$9,105",100%
"2,124",Gerontophilia 2015 Re-release,"$9,074","$4,916",54.2%,"$4,158",45.8%
"2,125",The Long Way Home,"$9,008",-,-,"$9,008",100%
"2,126",Station to Station,"$9,000","$9,000",100%,-,-
"2,127",At an Uncertain Time,"$9,000",-,-,"$9,000",100%
"2,128",Racing Hearts 2015 Re-release,"$8,953",-,-,"$8,953",100%
"2,129",Winnetou's Son,"$8,942",-,-,"$8,942",100%
"2,130",Lotte from Gadgetville 2015 Re-release,"$8,931",-,-,"$8,931",100%
"2,131",Wold,"$8,906",-,-,"$8,906",100%
"2,132",B-Side,"$8,870","$8,870",100%,-,-
"2,133",The Pardon,"$8,845","$8,845",100%,-,-
"2,134",Dawn of the Crescent Moon,"$8,799","$8,799",100%,-,-
"2,135",Gayby Baby,"$8,798",-,-,"$8,798",100%
"2,136",Smilie (Smilik),"$8,787",-,-,"$8,787",100%
"2,137",Fair Play 2015 Re-release,"$8,753",-,-,"$8,753",100%
"2,138",Love Sick,"$8,744",-,-,"$8,744",100%
"2,139",A Chance Encounter 2015 Re-release,"$8,724",-,-,"$8,724",100%
"2,140",Exit,"$8,666",-,-,"$8,666",100%
"2,141",Meet Me in Montenegro,"$8,612","$8,612",100%,-,-
"2,142",Farewell to Hollywood,"$8,601","$8,601",100%,-,-
"2,143",Ombre,"$8,573",-,-,"$8,573",100%
"2,144",Stopping: Wie Man Die Welt Anhaelt,"$8,492",-,-,"$8,492",100%
"2,145",Phoenix 2015 Re-release,"$8,474",-,-,"$8,474",100%
"2,146",Love Cell,"$8,467",-,-,"$8,467",100%
"2,147",Counting,"$8,374","$8,374",100%,-,-
"2,148",La Salada,"$8,278",-,-,"$8,278",100%
"2,149",Jellyfish Eyes,"$8,176","$8,176",100%,-,-
"2,150",Rise of the Footsoldier Part II,"$8,156",-,-,"$8,156",100%
"2,151",Volley,"$8,155",-,-,"$8,155",100%
"2,152",Tan frágil como un segundo,"$8,121",-,-,"$8,121",100%
"2,153",La vida en llamas,"$8,095",-,-,"$8,095",100%
"2,154",Blood Glacier 2015 Re-release,"$8,058",-,-,"$8,058",100%
"2,155",Steak (R)evolution,"$8,038","$8,025",99.8%,$13,0.2%
"2,156",Straight Outta Tompkins,"$8,022","$8,022",100%,-,-
"2,157",One Small Hitch 2015 Re-release,"$7,965","$7,965",100%,-,-
"2,158",Glory Game,"$7,940",-,-,"$7,940",100%
"2,159",Back Home,"$7,911",-,-,"$7,911",100%
"2,160",Bleak Street,"$7,888",-,-,"$7,888",100%
"2,161",Chhello Divas: A New Beginning,"$7,876",-,-,"$7,876",100%
"2,162",Under Milk Wood,"$7,843",-,-,"$7,843",100%
"2,163",The Great Man,"$7,814","$7,814",100%,-,-
"2,164",Scarlet Innocence,"$7,713",-,-,"$7,713",100%
"2,165",Califórnia,"$7,659",-,-,"$7,659",100%
"2,166",The High Pressures,"$7,634",-,-,"$7,634",100%
"2,167",When Harry Met Sally... 2015 Re-release,"$7,578",-,-,"$7,578",100%
"2,168",Area 51,"$7,556","$7,556",100%,-,-
"2,169",Any Day,"$7,469",-,-,"$7,469",100%
"2,170",Poker Night,"$7,457",-,-,"$7,457",100%
"2,171",Rubble Kings,"$7,416","$7,416",100%,-,-
"2,172",The Culling,"$7,295",-,-,"$7,295",100%
"2,173",The Deflowering of Eva van End,"$7,232",-,-,"$7,232",100%
"2,174",Las voces 2015 Re-release,"$7,200",-,-,"$7,200",100%
"2,175",Antarctic Edge: 70° South,"$7,193","$7,193",100%,-,-
"2,176",Villa Touma,"$7,170",-,-,"$7,170",100%
"2,177",Óli Prik,"$7,118",-,-,"$7,118",100%
"2,178",Pup 2015 Re-release,"$7,089",-,-,"$7,089",100%
"2,179",Guardians of Time Lost,"$7,022",-,-,"$7,022",100%
"2,180",Gabriel,"$6,959","$6,959",100%,-,-
"2,181",You & I,"$6,950",-,-,"$6,950",100%
"2,182",Iraqi Odyssey,"$6,949",-,-,"$6,949",100%
"2,183",Victoria,"$6,893",-,-,"$6,893",100%
"2,184",The Sisterhood of Night,"$6,870","$6,870",100%,-,-
"2,185",Arabian Nights: Volume 3 - The Enchanted One,"$6,681","$4,502",67.4%,"$2,179",32.6%
"2,186",Ella and Friends 2 2015 Re-release,"$6,656",-,-,"$6,656",100%
"2,187",L'année prochaine,"$6,631",-,-,"$6,631",100%
"2,188",Star Men,"$6,624",-,-,"$6,624",100%
"2,189",The Cleaner,"$6,598",-,-,"$6,598",100%
"2,190",Marry Me - Aber bitte auf Indisch,"$6,523",-,-,"$6,523",100%
"2,191",Horse Money,"$6,508","$6,508",100%,-,-
"2,192",Ride,"$6,489",-,-,"$6,489",100%
"2,193",The Legend of Sarila 2015 Re-release,"$6,468",-,-,"$6,468",100%
"2,194",Tu Dors Nicole,"$6,445","$5,662",87.9%,$783,12.1%
"2,195",The Suicide Theory,"$6,434","$6,434",100%,-,-
"2,196",Olmo & the Seagull,"$6,405",-,-,"$6,405",100%
"2,197",Eh Janam Tumhare Lekhe,"$6,393",-,-,"$6,393",100%
"2,198",Santa Claws,"$6,367",-,-,"$6,367",100%
"2,199",Kto ya? 2015 Re-release,"$6,292",-,-,"$6,292",100%
"2,200",Schweizer Helden,"$6,255",-,-,"$6,255",100%
"2,201",East of the Mountain,"$6,227",-,-,"$6,227",100%
"2,202",Hip Hop-eration 2015 Re-release,"$6,203",-,-,"$6,203",100%
"2,203",The Night of the Shooting Stars 2015 Re-release,"$6,186","$6,186",100%,-,-
"2,204",Munde Kamaal De,"$6,119",-,-,"$6,119",100%
"2,205",The Marquise of O,"$6,048","$6,048",100%,-,-
"2,206",Txarriboda,"$6,009",-,-,"$6,009",100%
"2,207",Mozart's Sister 2015 Re-release,"$5,972",-,-,"$5,972",100%
"2,208","Sex, Death and Bowling","$5,972","$5,972",100%,-,-
"2,209",Druzina v najem,"$5,946",-,-,"$5,946",100%
"2,210",Peace to Us in Our Dreams,"$5,940",-,-,"$5,940",100%
"2,211",Norte Estrecho,"$5,910",-,-,"$5,910",100%
"2,212",White Rage,"$5,896",-,-,"$5,896",100%
"2,213",Medeas,"$5,895","$5,895",100%,-,-
"2,214",La espina de Dios,"$5,872",-,-,"$5,872",100%
"2,215",Top Spin,"$5,858","$5,858",100%,-,-
"2,216",Shout Gladi Gladi,"$5,839","$5,839",100%,-,-
"2,217",Nemci Ven! Deutsche Raus!,"$5,825",-,-,"$5,825",100%
"2,218",Black November,"$5,782","$5,782",100%,-,-
"2,219",Deadly Code 2015 Re-release,"$5,710",-,-,"$5,710",100%
"2,220",Porro Hecho En Colombia,"$5,689",-,-,"$5,689",100%
"2,221",The Wanted 18,"$5,680","$5,680",100%,-,-
"2,222",This Isn't Funny,"$5,654","$5,654",100%,-,-
"2,223",Sankarabharanam,"$5,633",-,-,"$5,633",100%
"2,224",Arreo,"$5,592",-,-,"$5,592",100%
"2,225",Our Man in Tehran,"$5,573","$5,573",100%,-,-
"2,226",Lost After Dark,"$5,562",-,-,"$5,562",100%
"2,227",Toz Ruhu,"$5,527",-,-,"$5,527",100%
"2,228",Red Amnesia,"$5,526",-,-,"$5,526",100%
"2,229",The Living,"$5,514","$5,514",100%,-,-
"2,230",Super Nada 2015 Re-release,"$5,458",-,-,"$5,458",100%
"2,231",Grazing the Sky,"$5,399",-,-,"$5,399",100%
"2,232",Los enemigos del dolor,"$5,393",-,-,"$5,393",100%
"2,233",She's Lost Control,"$5,319","$5,319",100%,-,-
"2,234",Las aventuras de Moriana,"$5,297",-,-,"$5,297",100%
"2,235",Echevarriatik Etxeberriara,"$5,289",-,-,"$5,289",100%
"2,236",Sarajevo,"$5,247","$5,247",100%,-,-
"2,237",Cracks in Concrete 2015 Re-release,"$5,236",-,-,"$5,236",100%
"2,238",The Princess of France,"$5,212","$5,212",100%,-,-
"2,239",Death Valley,"$5,211","$5,211",100%,-,-
"2,240",On War 2015 Re-release,"$5,086","$5,086",100%,-,-
"2,241",Armonías del caos,"$5,054",-,-,"$5,054",100%
"2,242",Blooberg,"$5,046",-,-,"$5,046",100%
"2,243",Miedzy nami dobrze jest,"$5,001",-,-,"$5,001",100%
"2,244",El Almuerzo,"$4,995",-,-,"$4,995",100%
"2,245",SBK: The Movie,"$4,950","$4,950",100%,-,-
"2,246",Klinch,"$4,920",-,-,"$4,920",100%
"2,247",El almanaque 2015 Re-release,"$4,916",-,-,"$4,916",100%
"2,248",Guidance,"$4,900","$4,900",100%,-,-
"2,249",Offender 2015 Re-release,"$4,891",-,-,"$4,891",100%
"2,250",Virus of Fear,"$4,855",-,-,"$4,855",100%
"2,251",White People,"$4,838",-,-,"$4,838",100%
"2,252",Stretch,"$4,833",-,-,"$4,833",100%
"2,253",Mulheres no Poder,"$4,827",-,-,"$4,827",100%
"2,254",La mujer de los perros,"$4,826",-,-,"$4,826",100%
"2,255",Return of the Atom,"$4,725",-,-,"$4,725",100%
"2,256",Miss Hill: Making Dance Matter,"$4,706","$4,706",100%,-,-
"2,257",A Christmas Star,"$4,670",-,-,"$4,670",100%
"2,258",Against the Sun,"$4,646","$4,646",100%,-,-
"2,259",Until I Lose My Breath,"$4,631",-,-,"$4,631",100%
"2,260",Seeds of Time,"$4,630","$4,630",100%,-,-
"2,261",13. Miguel Poveda,"$4,563",-,-,"$4,563",100%
"2,262",Casper and Emma's Wonderful Christmas 2015 Re-release,"$4,549",-,-,"$4,549",100%
"2,263",Sprache: Sex,"$4,463",-,-,"$4,463",100%
"2,264",Das Zimmermädchen Lynn,"$4,457",-,-,"$4,457",100%
"2,265","Farewell, Herr Schwarz","$4,445","$4,445",100%,-,-
"2,266",I Am Your Father,"$4,338",-,-,"$4,338",100%
"2,267",Days of Grace 2015 Re-release,"$4,308","$4,308",100%,-,-
"2,268",Set Fire to the Stars,"$4,280","$4,280",100%,-,-
"2,269",The Knife of Don Juan,"$4,254","$4,254",100%,-,-
"2,270",Investigación policial,"$4,230",-,-,"$4,230",100%
"2,271",The Merchant of Venice,"$4,136",-,-,"$4,136",100%
"2,272",Movie 43 2015 Re-release,"$4,123",-,-,"$4,123",100%
"2,273",Three Night Stand,"$4,076","$4,076",100%,-,-
"2,274",We'll Never Have Paris,"$4,012",-,-,"$4,012",100%
"2,275",Ms J Contemplates Her Choice,"$3,993",-,-,"$3,993",100%
"2,276",Vampyres,"$3,959",-,-,"$3,959",100%
"2,277",Eksik sayfalar 2015 Re-release,"$3,946",-,-,"$3,946",100%
"2,278",The Squad 2015 Re-release,"$3,897",-,-,"$3,897",100%
"2,279",Bir Gece,"$3,891",-,-,"$3,891",100%
"2,280",The Iron Ministry,"$3,885","$3,340",86%,$545,14%
"2,281",Box,"$3,824",-,-,"$3,824",100%
"2,282",Monty Python and the Holy Grail 2015 Re-release,"$3,811",-,-,"$3,811",100%
"2,283",Unfreedom,"$3,778","$3,778",100%,-,-
"2,284",Kar korsanlari,"$3,767",-,-,"$3,767",100%
"2,285",The Free Speech Apocalypse,"$3,726","$3,726",100%,-,-
"2,286",Mes séances de lutte,"$3,696",-,-,"$3,696",100%
"2,287",Tuscan Wedding 2015 Re-release,"$3,621",-,-,"$3,621",100%
"2,288",Hyena,"$3,586","$3,401",94.8%,$185,5.2%
"2,289",Durak,"$3,546",-,-,"$3,546",100%
"2,290",The Thieves 2015 Re-release,"$3,543",-,-,"$3,543",100%
"2,291",Hill of Ilha Verde,"$3,434",-,-,"$3,434",100%
"2,292",Takovej barevnej vocas letící komety,"$3,367",-,-,"$3,367",100%
"2,293",Mi America,"$3,330","$3,330",100%,-,-
"2,294",Know How,"$3,323","$3,323",100%,-,-
"2,295",Tableau noir,"$3,323",-,-,"$3,323",100%
"2,296",Drunk Wedding,"$3,301","$3,301",100%,-,-
"2,297",Windsor Drive,"$3,256","$3,256",100%,-,-
"2,298",Blackhats,"$3,216","$3,216",100%,-,-
"2,299",Carlito's Way 2015 Re-release,"$3,205",-,-,"$3,205",100%
"2,300",Natural Resistance,"$3,188",-,-,"$3,188",100%
"2,301",Jóhanna Síðasta orrustan,"$3,066",-,-,"$3,066",100%
"2,302",Su Su Sudhi Vathmeekam,"$3,021",-,-,"$3,021",100%
"2,303",Moana,"$2,993","$2,993",100%,-,-
"2,304",No Comment,"$2,975",-,-,"$2,975",100%
"2,305",Hvað er svona merkilegt við það?,"$2,932",-,-,"$2,932",100%
"2,306",Laputa,"$2,902",-,-,"$2,902",100%
"2,307",Sonata for Cello,"$2,869",-,-,"$2,869",100%
"2,308",Little Nicholas 2015 Re-release,"$2,827",-,-,"$2,827",100%
"2,309",Julia,"$2,710","$2,710",100%,-,-
"2,310",Chocolat 2015 Re-release,"$2,710","$2,710",100%,-,-
"2,311",Limbo 2015 Re-release,"$2,650",-,-,"$2,650",100%
"2,312",Body,"$2,634","$2,634",100%,-,-
"2,313",Dai leung to sa,"$2,621",-,-,"$2,621",100%
"2,314",Hayride 2,"$2,571","$2,571",100%,-,-
"2,315",Super Models,"$2,483",-,-,"$2,483",100%
"2,316",Portrait of Animal Behavior,"$2,468",-,-,"$2,468",100%
"2,317",Life Feels Good 2015 Re-release,"$2,454",-,-,"$2,454",100%
"2,318",Ladder to Damascus,"$2,450",-,-,"$2,450",100%
"2,319",Cody the Robosapien 2015 Re-release,"$2,447",-,-,"$2,447",100%
"2,320",The Reflektor Tapes,"$2,424",-,-,"$2,424",100%
"2,321",L.A. Slasher,"$2,421","$2,421",100%,-,-
"2,322",The Red and the Blue 2015 Re-release,"$2,284",-,-,"$2,284",100%
"2,323",Anita Ho,"$2,250","$2,250",100%,-,-
"2,324",Molly in Springtime,"$2,233",-,-,"$2,233",100%
"2,325","Teros, sueño mundial","$2,165",-,-,"$2,165",100%
"2,326","7, 8, 9, Boniface 2015 Re-release","$2,149",-,-,"$2,149",100%
"2,327",The Little Man,"$2,147",-,-,"$2,147",100%
"2,328",Love Island,"$2,110",-,-,"$2,110",100%
"2,329",Me You and Five Bucks,"$2,105","$2,105",100%,-,-
"2,330",Horizon,"$2,045",-,-,"$2,045",100%
"2,331",Goat,"$2,038",-,-,"$2,038",100%
"2,332",Day Release,"$2,009",-,-,"$2,009",100%
"2,333",Hollow,"$1,991",-,-,"$1,991",100%
"2,334",Sneakerheadz,"$1,903","$1,903",100%,-,-
